Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gabon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.282827027084554,13.956873828486072,20.71513227416962,22.618308822966032,25.718078824128128,27.609005919371192,32.45568043826579,34.834036524911326,38.75561608662972,42.943689962705406,55.76589808829211,-1.0,79.4026813642855,84.69980432633945,128.9644264510308,134.0089812876825,137.31464826620638,137.971702368143,157.07896905068196,162.25883265152726,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,171.7655463436578,170.75793650817786,170.69532053254085,159.37387344917775,166.53627002742314,151.34977012014974,167.80516620492298,0.0,0.0,0.0,286.96289258936406,267.20172791993525,294.5199349611082,287.67329747268565,202.83600804546055,199.30866760055332,233.03164639418867,296.3226203072873,261.5223981834167,274.9410016698452,263.471597129303,289.1095343115056
"Gambia, The",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7691453556260156,0.9957590986630421,1.3434816754712406,1.2840909532757616,1.412291680741013,1.8613984068142793,2.448291347219841,2.8856077972728884,3.3954780974411296,2.768043910541943,1.9447739573051344,1.821802574447952,2.113311690899693,2.9211490869292662,3.1447692951519644,3.146620452445675,2.8200859774765283,2.9638257525026535,2.5694427612944506,2.765186436232901,2.9928084215575024,2.666492139500322,3.740589430450415,3.360137731770491,4.612108521460081,14.871878344240251,7.05926848580038,-1.0,-1.0,11.660522033638625,11.487359582287445,17.701782429052763,16.075617664489904,-1.0,-1.0,12.18233336377964,14.89740374502275,14.805015929753672,13.721484441158903
Ghana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.521712547608466,45.02084050233683,79.29844179586773,98.62985922270512,91.91530970714172,97.93319469098421,93.38625987571734,78.90324232777719,92.72280887835849,-1.0,125.35412451615196,129.35490863663068,120.15132745493126,97.52137570791149,83.8122717288595,84.57782013515228,110.38714930807323,104.52558968446834,75.58011143942406,47.77543124717008,35.24624218095453,23.30082582303837,28.21863309023386,21.133181207349114,-1.0,9.057454030053314,16.57686191785454,32.13497767036779,34.61488201473131,35.80030905170796,18.839070686883133,19.956694073069755,21.44486417614896,30.725111902596414,33.36367668082887,39.020218692504365,42.464102701256486,43.33517837785569,36.51528465083282,36.61239666088633,45.542382845449104,48.21704661918273,67.56147717126831,42.487009818012986,46.7863821768835,58.174519982090125,56.734892041557494,56.566293430233046,60.83950779285058,93.3431448463865,81.69126453337306,94.93966793634473,90.19507706308495,167.67389918499777,267.5876849803368,197.14527086785216,263.65599103481145,210.8753910133102,159.32722884587653,182.07658371078693,206.6708600726768,235.0679540270266,239.8871642832229,280.35467998689165
Guinea,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.6694826182596,33.95437003125796,27.777026344796237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,118.8110167020597,94.58436499162892,73.86366937904378,75.59793608040314,-1.0,-1.0,74.00984679294295,80.70303952665603,106.15141734741044,104.22633347605871,210.7488606108991,231.8443992475097,179.926468101486,166.7520747933012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,248.8654996250296,256.2780811133088,237.33691638803455,263.29571466979564,213.06009311323643,224.1570050725547,219.92628444039633,207.83585177073837,206.99289078606407,227.06626698515498
Guinea-Bissau,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.680589258929755,19.137556345359855,10.322299703294703,5.321570226694791,7.0860037352636756,5.615951149378222,-1.0,7.166200181771568,-1.0,-1.0,-1.0,-1.0,3.8278501422813274,4.048640825576874,3.362896313008317,3.1078339183226737,4.639950664957355,-1.0,17.30075753154535,11.180985525644687,10.590953549013719,10.794721027050912,-1.0,15.17232804267,-1.0,-1.0,-1.0,13.296676245926585,16.955069017848764,15.727760863887928,23.291735620664777,19.741948242289894,19.837968788574916,18.556669543005306,16.928034617307276,19.92754868700389,20.93888105444986,23.44916045027063,23.306688445965904,24.913763937835586
Kenya,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.91474433571738,15.84074677297668,11.521389108403971,31.70261031496,100.21322571134671,162.86426328027716,204.44327372577118,246.17831616912082,251.07737162186106,242.04220280581995,256.0182673736962,319.92970088319953,407.1559800779331,459.5811554749215,496.7874754065149,496.4820704690854,712.3505408939296,1194.6016529562676,1546.2172624510802,1682.99341965852,1369.7723882194346,1328.4270394341315,1343.0852446355848,1258.200508025786,1035.946526721473,870.5613641698721,1042.3847696470148,1341.0587880427272,1294.2250115964748,1201.1066834956246,1224.5744694371951,953.221580089356,712.8730534523544,595.5858737935583,495.95619406867183,569.4194939690535,665.4495317142696,632.568490734501,595.810905998118,579.8980730076801,622.5119790260774,716.3817138809546,771.0603778829355,778.4863372030024,768.1664390462307,810.2848492257277,801.4389241711287,897.393367155319,856.4799697360944,873.8243089423667,926.4696534003209,946.8086535986484,1070.2983407494032,1056.6535555762323,960.612625398848,1036.6842553424763,1115.2847323188644,1144.559457216845,1174.3377710480718,1127.0769440698327,1115.3217703236953,1022.1591397165014
Lesotho,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2533435280092737,3.382756369451395,4.303250626404609,4.807048457561903,8.286706868976157,8.84353472914533,11.783919103213446,9.674629197170086,10.079638552676485,11.667498126091091,12.704809026928487,13.722726306523683,12.871461268871641,17.25789461945815,16.299991895078982,13.646420562869809,13.065137986178732,12.086981970562091,14.172145592062352,17.614407762790588,15.749352370299583,25.586203150141415,30.319211928384767,43.017893601872956,41.281972961344,43.37474174991642,33.187184746243744,31.24846961096605,29.142923123086078,29.709840479787722,31.24804296053564,34.03926715923856,24.752463183258353,41.004398454149516,51.04665173717762,39.67904562943233,38.719279168212,39.10021343564216,41.4945918350023,43.627738679188454,44.50486969456791,48.686306436203736,45.042668622877834,41.012391620250185,38.618836531454946,31.408955159710015
Liberia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.61918504734376,36.77288431522675,19.910928737731762,12.521787994472403,19.797439235740956,25.405342047197802,31.209588748542632,40.78771298697474,45.8920011175515,41.58698311318108,37.113620008624366,34.72998539991143,30.711553556237273,22.529373744593414,18.089853458852662,14.435402239222869,12.1235,13.269908172326986
Madagascar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.562265100563735,45.183858173754984,46.360974166401036,49.106436041441334,52.38287312119306,52.958091466478294,51.32400503781371,51.08541223997488,55.617467067400995,58.469664977677006,65.78426666410077,63.1460586674961,73.3938691827041,97.37217070088336,99.65666340780525,129.26383851102216,119.88903687269222,112.99936738018039,-1.0,-1.0,88.36909993479229,84.84018224170977,75.19763246909193,74.95332823921795,69.78831340558799,67.06030781277727,70.13340723833214,72.5573869505291,42.8340318285299,65.46389800279682,55.0555397132602,50.59343919923113,73.1940717952504,93.32033554247583,90.16491084486735,84.56044453455952,85.34500227237132,106.06410123728398,83.81932685986051,97.0527125601709,96.54786583781859,86.69682061521631,83.55122938626434,100.70806883649614,105.87636718272081,76.4849190963083,59.97972308362127,67.1364709234983,65.62745018654536,65.29660015954032,65.28991433117054,62.459580253078535,64.29791265877589,65.20544770793458,70.53542166287293,76.13104123860192,87.3577520692398,93.63060510427422
Malawi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.932305574068184,7.868943533071757,7.807481464939529,8.221782168922049,8.806283660658837,14.793803598281642,14.53628834988576,21.952004870485275,20.384923168017515,26.462441655424726,40.822747580610596,57.6575062956667,55.898377593587234,39.94145511384521,30.03980103742982,24.258750441681048,20.619685997943954,23.863145082409307,28.29194562046496,23.46697949867914,18.935432185988752,20.493994993963604,19.341639478602854,17.202139158952495,19.023569731812735,19.30054213377955,18.860873138400517,11.65486699835054,15.47520949148777,19.959413779120524,15.932219254378728,15.534517768400129,13.183269451788936,14.087771793272248,15.234571836635546,15.641714143034639,26.26938292109304,43.06079026505893,35.30567487747977,36.368867170111606,44.450789331463746,54.46213486042334,45.94986337129603,46.91132306350989,53.814829651355296,84.3202794543007,62.41863720619061,49.488456487319205,50.26282842853737,62.160822761750424,68.12395624749236,91.31507464377246,89.40936795098253,80.00048832226504
Mali,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.74692674378546,24.429426731804046,24.9093010504186,25.90567309243534,29.392975239493946,33.52995857184417,26.08508026374712,31.868214446236326,31.337783703728224,32.121136783111226,44.44563884332463,52.33313146908982,51.53185059564486,42.23441061822316,48.53060329669782,41.72173472696236,39.29936355681183,42.68206736369525,40.61760134445985,39.92373494225727,44.18535637756485,43.469288030869755,52.28115719004814,51.595113675429275,53.07907519171804,50.96463577664558,-1.0,-1.0,47.50534645794836,50.81021557369773,54.50314489358312,51.28292360618279,59.58321822883028,58.977363458341166,66.60167866641864,77.23868385479257,77.67982805412954,77.32959985266943,88.4112526778021,96.1776960141588,100.78198713042141,109.26210217370453,113.53562380505947,125.81986392986664,130.85290166789804,137.95704795640236,140.07896194623294,132.9992414584235,133.8111221855661,188.20927937317225,314.5708372542123,376.5656153409812,465.1862342350295,459.53002438215407,486.4284348449642,593.8658835386727,521.9432388434038
Mauritania,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.65999424916405,51.69429323622292,48.88740228611628,48.325355960751956,42.71194529998882,40.1915006820006,37.96755354238545,36.55132349443956,35.52619559163693,34.12708865452015,36.48760553574544,43.65593709197704,50.69877468866287,35.860208386166136,47.797807238398065,62.56535872574271,87.50978657983698,62.648714455779796,99.26450585872219,102.10634640837715,86.43482828957404,101.12205857727227,0.0,117.27717796129265,117.658290080393,0.0,0.0,139.89938254362494,138.02505634978152,134.8043362852996,128.52485229795823,141.94841698138353,148.12680445935553,158.2190926669729,160.7961622852141,198.53003721424776,211.10098765594591
Mauritius,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6789562112293348,1.7163786535740908,1.6918907027036234,1.6560290863246538,1.625493095874205,1.5144457545677126,1.8391574150618342,2.2277167134879083,2.510347205209648,2.6566513321426846,2.826161944373904,2.814249568719925,3.570108747663669,4.246353182205985,4.154777985934755,4.397780098530578,5.567327789709376,10.659698840541342,10.429123072353002,6.040660341562679,6.390639336012585,6.271418496676678,5.926405189879029,6.230598529973505,7.469914797571486,9.17271541637995,12.470270663097248,15.542879849588491,17.48429387739302,18.086404995433533,17.501553388991823,18.253538240136912,18.90556963015723,17.67112021412561,14.661915497580774,13.494224335959796,14.164917454917612,14.668693070032447,14.813621907566368,15.15501931602262,15.553880984422214,14.709882966238668,14.968791769052322,14.676828101904665,14.326049835714267,15.888767603961128,17.11406348313797,15.553178024960308,16.029355643026783,15.37337552121839,21.121881626484644,17.36935371673315,16.989889788863394,21.965703894872384,21.188714368954273,20.528506547591924,19.92266348620703,18.478399388301266,19.398090989850893
Mozambique,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.92054954623676,103.06480136407596,97.37011492420802,91.10624925589381,87.10748524154076,73.2904358583998,56.33968788100666,75.10791215804566,68.96623735377511,86.52190980261638,78.54204426923806,77.42512134172557,77.50256760926555,83.57053465712853,97.97207891987702,43.54254420261598,39.51885466059734,43.86396228367567,52.133377038146605,62.54483128740886,64.79071699026223,73.85449103943533,76.4645606585319,75.61432400919816,82.78838112711043,63.69980680767734,57.17047617391532,64.24325834981911,66.79711916658825,73.77705394373285,95.05432254945987,88.35770925584335,98.85623951355446,114.24983206665246,128.01340082298174,122.98949059111727,134.67019985808938,136.04636655020735,186.91256657860868,201.14723070840807,288.25894594244045,220.10264346976072
Namibia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,197.30718032461496,144.2523246956131,85.14727335205883,67.03695859315745,73.82540179641028,78.40877495651829,96.44476389412537,102.3680193202682,138.6235365993645,124.81319492637633,147.1170499964686,145.32611626136455,143.21459563548643,151.4994239461353,167.71306045086894,176.77561279256022,197.37355567909134,247.54156615906138,260.9656201199213,284.6357934342536,300.742600011328,296.0497869788086,311.9317336148965,458.70094455616015,502.8866049095406,446.3054251935914,405.7423840839222,388.4696307628476,370.8592153880968,368.22473888753944,346.18182303191196
Niger,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.563744900840815,14.671424184375413,16.470300536117815,18.43911145588942,19.174798770827273,16.82713978150534,14.450816021836898,14.306429225200713,16.446265584197022,14.976951635580264,15.900669917638682,16.777190043983744,14.795348407052241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.064404788719774,26.64820830055324,24.484304982896962,26.993711862690805,33.232942153097255,37.94096075901086,36.36305414359119,44.49788172004377,34.30527549056313,34.62605002573427,40.33152715824352,38.758380210944516,-1.0,-1.0,48.294204496159544,50.03358253377774,65.70530063133424,76.31758582110396,145.76038251196496,98.24112227977818,136.2307662710896,-1.0,184.57882860398885,214.10606097721947,225.76157887808975,263.2395919856812,238.26958833649016,189.57725886714476
Nigeria,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,201.5994014690538,229.44388586468668,297.8157665375319,360.40041639009496,426.6071901114721,497.45289798930304,383.21756048935845,1714.2162270053232,2648.946920344074,4460.045685917026,3793.973079100751,3150.397352639804,3974.6147224842857,4255.242062335623,4791.625335344522,7829.36627344987,5598.971773573852,5940.139228548932,4632.13498310185,4005.3397359476576,3253.1522073085807,2144.002948937251,1678.9626101984638,1443.987050438098,964.9537243585588,944.1353322381284,830.1025566277438,666.1926629547177,654.7271244877962,444.75264015452467,734.455371606348,704.153391310973,605.780247657084,818.8694908388352,574.5784350996738,661.8592852972166,561.3762010805959,603.8573031637443,770.8379549020267,1304.4929395417678,1007.3685376833403,1434.7278923879899,2165.7185246461527,1333.133851140176,1298.7518679989578,1146.7284593851327,1195.2619960730858,1388.159611337195,1949.75683487674,2026.2906883991673,2379.0492034469958,2648.244603319139,2333.0449639436765,2243.0491029477757,2039.228491713094,1989.2030811091422,1921.2474254487215,1837.1890747856187,2167.445754194605,1988.314225054644,2567.917819043856,4017.3879888521756
Rwanda,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.489731039703095,34.77502997934865,31.719736792567982,34.38270093701836,46.66462383093983,34.433763803069866,39.33643250298374,43.68113445476665,50.60953444639699,47.15427812972555,45.435524490633185,40.86245740381748,43.413199885814905,48.62978006913129,43.82675607698168,41.54994968435469,49.00878944365958,112.28338707081527,155.38897839896958,127.61860051424566,123.5148101048757,42.23806456598236,71.23280636794661,101.26899859628497,93.2064948262331,102.44563902421775,104.1993273281739,88.77393481200694,90.57485638668969,85.63371516038721,79.6965603894224,69.53783478657705,67.27214842684275,74.09155085746374,68.60057711428671,72.3279758597307,74.04340882932556,75.40216214932522,76.17019378960573,74.81876796540618,76.8482969312721,87.31058013559858,102.5427573893203,108.82953157410809,113.71029954321347,121.66343362413087,128.0308667458374,147.87373188727793,169.66899107720832
Senegal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,138.70805185907665,129.5418273687873,141.55950178209008,122.71885202226309,123.21589497151865,116.58377790780926,105.79954450236129,101.05049428075243,106.88983470961344,113.757599165946,114.74615238501984,115.85729911441491,113.71179927192999,106.57453334856035,125.30410337958527,102.4223451847645,104.42856585021097,102.68621188605746,102.19051957556033,108.29713838062756,116.86443620780058,106.86879708064298,118.04011761571823,118.37966929340006,128.64252793206384,129.17956674352644,146.67648644433976,170.03993385600054,191.09573488125844,187.08834792872648,199.90726727806336,188.7298446412791,204.50329476135857,186.3873897711922,215.59305496351064,221.0426470024097,236.4763868616307,333.64647965253477,326.7153062553556,388.11272656544514,372.5793304706301,345.6374789302656,448.366777837222
Seychelles,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.94229901397867,13.895986198112013,14.24091985452692,14.424864513914773,15.980967025077467,16.55317865176746,17.95216134085618,20.841320686626563,13.136834754518244,11.565542446906969,10.648513857742987,10.220825925440446,11.106387061503604,10.483876356062197,10.528793675869494,9.865898050358455,10.227875954681828,10.099742365054883,10.079390621352472,12.861744520996073,11.785789737913243,11.579070669726924,14.099999517340597,10.64991962253708,9.04597651819665,6.799671937444568,8.279968623568728,9.746021082910728,11.401188135179538,26.690761562715824,15.691820357755107,19.207545183152394,19.409516479903036,18.451285633855214,18.432877839587768,18.81413246268657,18.679068537330224
Sierra Leone,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.616141558522548,9.95050835728523,9.41030455069005,9.765854678500645,10.508969548993964,10.240900744038655,10.441276940352985,10.145811686702231,11.130354348220479,11.717146317959092,13.992051268524245,15.740756553762633,15.151297622258655,15.4485516639205,17.660552303216587,21.81105555695304,18.639484588332596,18.039458124598273,20.097228020808885,18.99886817021073,21.019185017720265,27.767406800989882,24.652179919075678,18.58417444920034,12.155509492444724,9.421723480182552,6.851526041429505,13.773125479989094,6.632790304550687,9.270978675449093,16.941444200738555,17.499189678228237,31.504904835547695,37.0268315931519,30.135847553391617,28.48181336297937,27.481390742214824,20.21679200527626,9.602533584652178,11.917608886353918,17.340032958739094,27.826234922826874,33.047951072552316,32.88656934774847,35.886891246698525,29.148949103073946,28.54329304628434,31.77942203072036,29.76658408070466,22.34357218221609,26.36435359691813,27.428759684876688,28.544834407246864,31.245622108553874,31.444288594397317,48.33726723389776,40.88825045557254,50.16799478845066,45.548193324514656,31.611762084121462,28.82330101732184,22.37459647563819,25.324677036221903
Somalia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
South Africa,-1.0,-1.0,241.14178788328638,254.84956866646021,217.366780965855,204.19180474172867,211.27204055685021,237.56406573636005,342.604264791665,257.4367579148316,241.85523564475466,275.9434638689353,439.1747996067188,710.0463207006221,711.2086042376828,996.7639796393337,1020.738710726708,1105.5897722525185,1227.9131080542786,1289.8374920250471,1330.339340012149,1255.328875585441,1382.4252052560919,1414.3735559086756,1781.6172463193514,2287.6723282792705,2873.8511165675204,3565.9446294563745,3966.4882482236344,3559.153447796635,3178.649002543714,3186.2771163464868,3525.039948280647,3466.9428276096023,3522.959330300262,3795.789499701887,3768.9082146496935,3841.8890009978068,4242.494716344649,4979.70953127032,4911.658368054087,4423.491817520679,3633.684161849521,3128.1643245598602,2890.8674253638083,3082.251700263705,2741.9870127237054,2383.261542157063,2190.8841051004406,1941.26361127607,1860.2608044898075,2183.375893550692,2441.285827183048,2675.015312638481,2647.8183351537646,2741.0287900791723,3043.081490760894,3085.008811418972,3039.8528189999474,3018.535517399903,3155.9433216754983,3054.549383784282,3164.3834051185836,3307.152613301682,3372.721505534889,3376.115961459395,3404.0712080625394,3315.6680723271265,3268.205310632576,3131.9873551702026,3111.416928745298,3231.017731357785,2803.1605535822355
South Sudan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1987.7280738764152,1822.2957528119061,2519.7642119258594,1797.8024619706857,1900.1952836286039,2704.154700721933,1726.9316695034086,1716.6981514288825,2238.272215059075,1796.967584044071,524.5227894126191,226.0960521994111,317.5685107995529,195.27509491003016,128.91601412559498,141.3470156995623
Sudan,-1.0,-1.0,83.97752255098766,94.44405433733331,107.94790158582029,151.97382312406774,138.15207215018916,178.11346338491194,257.20138608317626,243.11448651859675,281.91703280541776,316.74120351059844,319.9037327011247,381.21892589828013,412.55839289512915,590.4583330341384,814.9045185800775,715.0665709935022,669.1254721041015,821.3991588656797,1099.600804452603,1315.178029009109,1318.9149193831922,1140.2531474534408,1036.386757554971,808.9872053951888,699.6985850573832,1032.2596488429601,1065.3850820517846,786.8932501598524,930.7968742224484,1073.398233334125,903.9135225946417,988.280881646546,1412.367875828715,1618.639277228815,1149.3296057339965,979.2397533655048,1113.1533450380214,1215.4543544629717,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,337.0979785987605,975.7314031019031,1748.4418788290375,2252.3804550467153,1428.0426355347374,1675.3057921781226,1266.4852956103775,3597.7680893969487,2940.34887192261,3458.4823886625218,4379.982881864214,5283.475049894165,5152.547187020711,-1.0,-1.0,-1.0,-1.0,-1.0,2440.8422482077353,2557.884078442369,3320.414972330415,1691.6175532560756,1530.0325649802278,934.3111538035246,889.9486993531474
Eswatini,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.820290507769824,19.514168815659904,20.000010909147477,20.109658208751846,17.765415388263687,17.768996783425862,17.31731366102082,15.773013966178446,14.383605401840292,14.358249765168702,12.834062111272289,12.431436544229527,13.352061252133018,18.972654837434543,20.918861422892597,26.324133610643003,30.45120690657311,31.63382655146681,32.084431965539025,32.899232160362104,31.890869468025226,35.48556760321467,37.14063513569035,35.5881509283897,33.4882259294873,34.132851532819444,39.75058854077507,43.879818597904226,57.429964122169295,57.14341479607798,58.166988502962994,65.21917516986277,70.90232122949497,78.78555228292667,76.95935370775292,67.89764652389427,71.76290008526543,72.17190470446045,73.06727893012506,85.61803127737916,78.92975643728508,82.36343797724167,79.04765193800475,75.04098858392034,69.73829752990272
Tanzania,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.3297465025058,69.45514814224835,73.80523215761238,104.85930901208513,144.1917085851609,168.99638498875,218.3446323782175,285.8624739093594,269.7950784399221,283.6963892394331,350.9925069360582,677.4257703543346,568.9667738403317,269.7091532543017,309.1246758490647,297.6855314795016,255.31938897212433,226.50633406046774,229.26061964281962,244.12318343171086,228.861918911224,208.219916501451,201.5577004950388,167.06568844924266,180.9763354107207,180.80279252160662,119.05960795874856,110.9939801627771,143.90362327486181,141.82150183844547,151.35048726422102,164.9480838566551,163.9336280080214,174.81858206076245,203.17295535964885,198.68254258162077,180.37868108409378,184.00247612887242,198.52350338334955,216.92487434085587,227.2778100280893,231.13078958357005,257.3399118438189,333.1776828497248,358.692490910289,364.27978869903865,420.8021820280394,468.82111627086744,544.8715523606616,596.29954413432,598.9346859521788,630.1344293030659,636.8455528000117,659.3130341746514,714.9956427778977
